7295 -1.854296187 -0.544971194 0.0
7155 -1.854296187 -0.59791694 0.03771782
7156 -1.801437266 -0.59791694 0.167654318
7157 -1.748578345 -0.59791694 0.272002008
7158 -1.695719424 -0.59791694 0.283299602
7159 -1.642860504 -0.59791694 0.253045792
7160 -1.590001583 -0.59791694 0.255939477
7161 -1.537142662 -0.59791694 0.323692456
7162 -1.484283741 -0.59791694 0.439921178
7163 -1.43142482 -0.59791694 0.571040388
7164 -1.378565899 -0.59791694 0.692517885
7165 -1.325706978 -0.59791694 0.799141795
7166 -1.272848058 -0.59791694 0.882373974
7026 -1.272848058 -0.650862687 0.875703788
7027 -1.219989137 -0.650862687 0.809738197
7028 -1.167130216 -0.650862687 0.713979314
7029 -1.114271295 -0.650862687 0.606824283
7030 -1.061412374 -0.650862687 0.509708426
7031 -1.008553453 -0.650862687 0.450619554
7032 -0.955694532 -0.650862687 0.467967455
7033 -0.902835612 -0.650862687 0.591190597
7034 -0.849976691 -0.650862687 0.808043762
7035 -0.79711777 -0.650862687 1.042094659
7036 -0.744258849 -0.650862687 1.203116187
7037 -0.691399928 -0.650862687 1.248971611
7177 -0.691399928 -0.59791694 1.209776101
7317 -0.691399928 -0.544971194 1.105260327
7318 -0.638541007 -0.544971194 0.938060527
7458 -0.638541007 -0.492025448 0.802403427
7459 -0.585682086 -0.492025448 0.699148617
7460 -0.532823165 -0.492025448 0.764464069
7461 -0.479964245 -0.492025448 1.008456841
7462 -0.427105324 -0.492025448 1.373277473
7463 -0.374246403 -0.492025448 1.785350618
7464 -0.321387482 -0.492025448 2.192252059
7465 -0.268528561 -0.492025448 2.565590135
7466 -0.21566964 -0.492025448 2.880147659
7467 -0.162810719 -0.492025448 3.121728105
7468 -0.109951799 -0.492025448 3.305968368
7469 -0.057092878 -0.492025448 3.473596876
7470 -0.004233957 -0.492025448 3.660247409
7471 0.048624964 -0.492025448 3.856520218
7472 0.101483885 -0.492025448 4.008445688
7473 0.154342806 -0.492025448 4.068636219
7474 0.207201727 -0.492025448 4.038498487
7475 0.260060647 -0.492025448 3.967427846
7476 0.312919568 -0.492025448 3.918147218
7616 0.312919568 -0.439079701 3.928498835
7617 0.365778489 -0.439079701 3.9241993
7618 0.41863741 -0.439079701 4.026524908
7758 0.41863741 -0.386133955 4.150277873
7759 0.471496331 -0.386133955 4.34726156
7760 0.524355252 -0.386133955 4.67437614
7900 0.524355252 -0.333188209 4.985427983
7901 0.577214173 -0.333188209 5.397863352
7902 0.630073094 -0.333188209 5.903965343
8042 0.630073094 -0.280242463 6.35518482
8043 0.682932014 -0.280242463 6.797696628
8044 0.735790935 -0.280242463 7.266602888
8184 0.735790935 -0.227296716 7.58898939
8185 0.788649856 -0.227296716 7.937540514
8186 0.841508777 -0.227296716 8.332346876
8187 0.894367698 -0.227296716 8.739228308
8188 0.947226619 -0.227296716 9.113565317
8189 1.00008554 -0.227296716 9.429231886
8190 1.05294446 -0.227296716 9.695584204
8191 1.105803381 -0.227296716 9.947769589
8192 1.158662302 -0.227296716 10.220801701
8193 1.211521223 -0.227296716 10.52788729
8194 1.264380144 -0.227296716 10.868927693
8195 1.317239065 -0.227296716 11.253556924
8335 1.317239065 -0.17435097 11.711416913
8336 1.370097986 -0.17435097 12.130169925
8476 1.370097986 -0.121405224 12.635725089
8477 1.422956906 -0.121405224 13.062435538
8617 1.422956906 -0.068459478 13.463857116
8757 1.422956906 -0.015513731 13.78206639
8897 1.422956906 0.037432015 14.000726033
8898 1.475815827 0.037432015 14.105859586
8899 1.528674748 0.037432015 14.125503594
9039 1.528674748 0.090377761 14.016827184
9040 1.581533669 0.090377761 13.817513127
9041 1.63439259 0.090377761 13.658442826
9181 1.63439259 0.143323507 13.467391321
9321 1.63439259 0.196269254 13.457130798
9322 1.687251511 0.196269254 13.495265034
9462 1.687251511 0.249215 13.671929596
9602 1.687251511 0.302160746 13.988440168
9603 1.740110432 0.302160746 14.277973143
9743 1.740110432 0.355106493 14.619529411
9883 1.740110432 0.408052239 14.962144852
10023 1.740110432 0.460997985 15.245680265
10163 1.740110432 0.513943731 15.436244608
10164 1.792969353 0.513943731 15.531655986
10304 1.792969353 0.566889478 15.545939574
10444 1.792969353 0.619835224 15.535989009
10445 1.845828273 0.619835224 15.498313127
10585 1.845828273 0.67278097 15.496452724
10725 1.845828273 0.725726716 15.564886706
10865 1.845828273 0.778672463 15.640219731
11005 1.845828273 0.831618209 15.636274165
11145 1.845828273 0.884563955 15.51325859
11285 1.845828273 0.937509701 15.31451255
11284 1.792969353 0.937509701 15.120986026
11424 1.792969353 0.990455448 14.885920994
11423 1.740110432 0.990455448 14.702664604
11563 1.740110432 1.043401194 14.586657529
11562 1.687251511 1.043401194 14.598502353
11702 1.687251511 1.09634694 14.702306378
11842 1.687251511 1.149292687 14.959548893
11982 1.687251511 1.202238433 15.239240266
12122 1.687251511 1.255184179 15.37752935
12262 1.687251511 1.308129925 15.240249421
12402 1.687251511 1.361075672 14.771487584
12542 1.687251511 1.414021418 14.002563941
12682 1.687251511 1.466967164 13.015612204
12822 1.687251511 1.51991291 11.895727887
12962 1.687251511 1.572858657 10.697581687
13102 1.687251511 1.625804403 9.459329902
13242 1.687251511 1.678750149 8.232849513
13382 1.687251511 1.731695896 7.099683483
13522 1.687251511 1.784641642 6.143271378
13662 1.687251511 1.837587388 5.395798659
13802 1.687251511 1.890533134 4.825174225
13942 1.687251511 1.943478881 4.361149306
14082 1.687251511 1.996424627 3.949984431
14222 1.687251511 2.049370373 3.58172605
14362 1.687251511 2.102316119 3.275874201
14502 1.687251511 2.155261866 3.040753096
14642 1.687251511 2.208207612 2.863898665
14643 1.740110432 2.208207612 2.655967563
14644 1.792969353 2.208207612 2.402876441
14784 1.792969353 2.261153358 2.179461518
14785 1.845828273 2.261153358 1.960686848
14925 1.845828273 2.314099104 1.824100082
15065 1.845828273 2.367044851 1.840266547
15064 1.792969353 2.367044851 2.061262829
15063 1.740110432 2.367044851 2.349292728
15062 1.687251511 2.367044851 2.604672606
15061 1.63439259 2.367044851 2.725186504
15060 1.581533669 2.367044851 2.664421613
15059 1.528674748 2.367044851 2.465962552
15058 1.475815827 2.367044851 2.243607487
15057 1.422956906 2.367044851 2.117587016
15056 1.370097986 2.367044851 2.141331311
15055 1.317239065 2.367044851 2.269637513
15054 1.264380144 2.367044851 2.387114881
15053 1.211521223 2.367044851 2.387130602
15052 1.158662302 2.367044851 2.244855504
15051 1.105803381 2.367044851 2.032538712
15050 1.05294446 2.367044851 1.878416578
15049 1.00008554 2.367044851 1.881114904
15189 1.00008554 2.419990597 1.886524402
15329 1.00008554 2.472936343 2.059058314
15328 0.947226619 2.472936343 2.199572877
15468 0.947226619 2.52588209 2.41302318
15467 0.894367698 2.52588209 2.555029296
15466 0.841508777 2.52588209 2.668592555
15606 0.841508777 2.578827836 2.642852742
15605 0.788649856 2.578827836 2.538177679
15604 0.735790935 2.578827836 2.39674032
15744 0.735790935 2.631773582 2.241931145
15743 0.682932014 2.631773582 2.124555159
